content,score,cleaned,label
mngecewakan sudh nunggu 4 harina sllu di btlkn sistem,1,mngecewakan sudh nunggu harina sllu btlkn sistem,negatif
oke bagus,5,oke bagus,positif
oke sih,5,oke sih,positif
good,5,good,positif
baru bergabung di tokopedia semoga tidak ada kendala apapun amin..saya ingin mencoba aplikasi belanja online yang ini semoga banyak kejutan🙏🙏🙏🙏,5,bergabung tokopedia semoga kendala apapun amin mencoba aplikasi belanja online semoga kejutan,positif
bagus,3,bagus,netral
Tokopedia Bikin Hidup Lebih Hidup,5,tokopedia bikin hidup hidup,positif
Aman terpercaya,5,aman terpercaya,positif
Utk skrg gk ad problem..tingkatkan trs jgn bikin kecewa,5,utk skrg gk ad problem tingkatkan trs jgn bikin kecewa,positif
Tokopedia memberikan solusi belanja kebutuhan dengan sepenuh hati dan melayani konsumen dengan sangat memuaskan,5,tokopedia solusi belanja kebutuhan sepenuh hati melayani konsumen memuaskan,positif
mantap,5,mantap,positif
Bobrok pas jadi sama tiktok jadi satu... Lebih ribet Mending di orange aja dah,1,bobrok pas tiktok ribet mending orange aja dah,negatif
Keren,5,keren,positif
kenapa tidak bisa di bukak apk nya,5,bukak apk nya,positif
"Apk nya sangat membantu, untuk orng yg merger. 😁",4,apk nya membantu orng yg merger,positif
belanja dengan aman,5,belanja aman,positif
"Tokopedia yg terhormat, bisa gak akun saya tidak tersinkronisasi, dengan tiktok",2,tokopedia yg terhormat gak akun tersinkronisasi tiktok,negatif
"ada ada aja nih tokped mau posting jualan, sekrng, malah disuruh download Akun# ge #tok aneh bgt, makin kesini malah ga bagus",3,aja nih tokped posting jualan sekrng disuruh download akun ge tok aneh bgt kesini ga bagus,netral
memuaskan,5,memuaskan,positif
ok bgt,5,ok bgt,positif
"apk gjls udh w byr di btlin sistem mlu abis duit bayar admin ga lagi"" dah",1,apk gjls udh w byr btlin sistem mlu abis duit bayar admin ga dah,negatif
ok,5,ok,positif
tolong jangan kecewakan saya karena saya sudah banyak kecewa belanja di tempat lain,5,tolong kecewakan kecewa belanja,positif
sangat memuaskan kan berbelanja di Tokopedia.,5,memuaskan berbelanja tokopedia,positif
buruk semua dengan segala isi nya,1,buruk isi nya,negatif
"6 TAHUN MAKE TOKPED SEKARANG MALAH MAKIN PELIT ONGKIR HADEUH otw pindah oren, Lebih lucu lagi fitur Ulasan malah di batasi kocak wkwkkww cashback di gangi gajelas juga makin pelit, apk gblkkk idiott makin hari makin buruk",1,make tokped pelit ongkir hadeuh otw pindah oren lucu fitur ulasan batasi kocak wkwkkww cashback gangi gajelas pelit apk gblkkk idiott buruk,negatif
mau jual barang ribet dan potonganya ga ngotak,1,jual barang ribet potonganya ga ngotak,negatif
"riwayat pembelian hilang, gabisa claim garansi",1,riwayat pembelian hilang gabisa claim garansi,negatif
Makin parah!! penarikan dana hasil refund malah dipersulit!! Rejeki orang malah ditahan2!!cokk!!,1,parah penarikan dana hasil refund dipersulit rejeki orang ditahan cokk,negatif
mantab jiwa,5,mantab jiwa,positif
"sampah, banyak seller penipu dipelihara, komplen pengajuan dananya ribet, jelas jelas sellernya udh di blokir, dananya malah diteruskan ke penjual, aplikasi sampah bertahun tahun saya transaksi baru tahu kalo tokopedia pelihara penipu.",1,sampah seller penipu dipelihara komplen pengajuan dananya ribet sellernya udh blokir dananya diteruskan penjual aplikasi sampah bertahun transaksi kalo tokopedia pelihara penipu,negatif
dah ga seru,3,dah ga seru,netral
mantap,5,mantap,positif
daah banyak scam,1,daah scam,negatif
maaf saya kurangi Bintang dinkarnakan Paket saya sering telat datang dan bahkan saya sampai beli offline dikarnahkan kelamaan nunggu paket.nya // kapok jadinya...,1,maaf kurangi bintang dinkarnakan paket telat beli offline dikarnahkan nunggu paket nya kapok,negatif
mantap,5,mantap,positif
awal berbelanja yg dapat dipercaya kwalitas. barangnya . good job,5,berbelanja yg dipercaya kwalitas barangnya good job,positif
"dah 3 kali berturut-turut turut belanja di mari pengirimannya selalu di luar estimasi, payah",3,dah kali belanja mari pengirimannya estimasi payah,netral
Tokopedia is the best,5,tokopedia is the best,positif
"sistem yang bagus ,lancar tidak ngebug , proses yang sangat cepat dan simple 👍🏻",5,sistem bagus lancar ngebug proses cepat simple,positif
E Commerce keren jujur dan amanah,5,e commerce keren jujur amanah,positif
"mengapa sering force closed sekarang, malah sampai tidak bisa dibuka",5,force closed dibuka,positif
josss,4,josss,positif
"sudah lama disini dan hanya punya ini, sampai saat ini baik baik saja nih",5,nih,positif
ok,5,ok,positif
"gila sameday bs sampe 2 hari,, co kmrin pagi2 jam 7 langsung d proses seller pdhal....sampe skrg sore2 blm sampe juga...kurir paxel...wkwkwk",1,gila sameday bs sampe co kmrin pagi jam langsung d proses seller pdhal sampe skrg sore blm sampe kurir paxel wkwkwk,negatif
mantap,5,mantap,positif
"Udah beli sudah di bayar tapi proses selalu gagal,",1,udah beli bayar proses gagal,negatif
"caranya ribet, mau transaksi pakai dana malah ke BRI bayarnya. tapi dengan perjuangan beli cancel. akhirnya bisa 😄😄😄",4,ribet transaksi pakai dana bri bayarnya perjuangan beli cancel,positif
ga bisa login . chat agen cs susah bangat masuk nya .. sekalinya masuk masalah ga kelar.. belom.bisa login juga,1,ga login chat agen cs susah bangat masuk nya sekalinya masuk ga kelar belom login,negatif
apk kurang bagus...pengajuan pengembalian barang susah,1,apk bagus pengajuan pengembalian barang susah,negatif
aplikasi mempersulit pembayaran gak kaya shoppe ada fitur cod....,1,aplikasi mempersulit pembayaran gak kaya shoppe fitur cod,negatif
"saya sangat ditipu dan dirugikan, fitur pengembalian tokopedia juga buruk, Pada tgl 19 July 2025 saya menerima barang dari pesanan saya dari toko Laris Abadi new dalam order itu saya memesan 2 barang, meja tulis soho warna putih dan dan lemari plastik 5 susun tidak dikirimkan. saya ikutin trus fitur pengembalian dengan metode pickup tapi kurir tidak datang, saya bertanya chat dibilang suruh tunggu saja, dan tiba2 ytokopedia membatalkan komplain yang saya ajukan tanpa konfirmasi.",1,ditipu dirugikan fitur pengembalian tokopedia buruk tgl july menerima barang pesanan toko laris abadi new order memesan barang meja tulis soho warna putih lemari plastik susun dikirimkan ikutin trus fitur pengembalian metode pickup kurir chat dibilang suruh tunggu ytokopedia membatalkan komplain ajukan konfirmasi,negatif
"Barangnya lama datang, ongkirnya mahal",1,barangnya ongkirnya mahal,negatif
knpa ada otp msuk wa sya sy gak download GK ap y jika suatu hari ada penagihan ays nma sy sy GK tnggung jwb sypa yg pke dta sy,1,knpa otp msuk wa sya sy gak download gk ap y penagihan ays nma sy sy gk tnggung jwb sypa yg pke dta sy,negatif
"makin kesini makin kesono toped jelek, bukan nya tambah bagus malah tambah eror.",2,kesini kesono toped jelek nya bagus eror,negatif
"udah gk ada diskon lagi, udah bangkrut kah?😂",2,udah gk diskon udah bangkrut kah,negatif
makin lama makin diupdate makin bobrok,1,diupdate bobrok,negatif
aplikasi tokopedia sekarang pelayanannya buruk,1,aplikasi tokopedia pelayanannya buruk,negatif
"semenjak merger sama tiktok, jadi ribet dan makin hari potongan admin ga ngotak",1,semenjak merger tiktok ribet potongan admin ga ngotak,negatif
"pengiriman terlalu lama bgsd, udh bayar ongkir mahal, kaya percuma aja gitu beli barang.",1,pengiriman bgsd udh bayar ongkir mahal kaya aja gitu beli barang,negatif
belanja online jadi lebih menyenangkan,5,belanja online menyenangkan,positif
ternyata tokopediaCare TIDAK ADIL! kelemahan prosedur komplain dimanfaatkan oleh penjual curang! tokopedia TIDAK TEGAS menindak malah meneruskan dana ke penjual! ini sangat mengecewakan pembeli! Untuk pembeli yang komplain bahkan sampai naik banding pun percuma karna sudah kalah dari awal yaitu penjual dengan cara pembeli tidak merespon tokopedia maka tokopediaCare menyatakan tidak ada kesepakatan.,2,tokopediacare adil kelemahan prosedur komplain dimanfaatkan penjual curang tokopedia menindak meneruskan dana penjual mengecewakan pembeli pembeli komplain banding karna kalah penjual pembeli merespon tokopedia tokopediacare kesepakatan,negatif
apk busuk refund dana lama,1,apk busuk refund dana,negatif
"tokopedia skrang buruk sy tukang seevic pesan barang bayar kes pake bca mengiriman gagal terus dari pihat tokopedia gak tanggung jawab dah seminggu lebih gak datang"" dap pasti sy di komplen konsumen sy aplikasi tokopedia sangat buruk",1,tokopedia skrang buruk sy tukang seevic pesan barang bayar kes pake bca mengiriman gagal pihat tokopedia gak tanggung dah seminggu gak dap sy komplen konsumen sy aplikasi tokopedia buruk,negatif
"Kurir rekomendasi gak rekomendasi sama sekali, heran masih di pertahanin kaya gni, dptnya id xpres terus, 2 hari di gudang gak dikirim kirim",1,kurir rekomendasi gak rekomendasi heran pertahanin kaya gni dptnya id xpres gudang gak dikirim kirim,negatif
mohon maaf sekarang Tokopedia tidak seperti dulu.harga juga cukup mahal.sering error.dan lebih mudah sebelum di update. terima kasih.,4,mohon maaf tokopedia harga mahal error mudah update terima kasih,positif
hadueh,1,hadueh,negatif
sangat mantao,5,mantao,positif
"Tidak jelas, refund an saya masuk ke tokped, namun tidak bisa di ambil, dan saya melakukan transaksi kartu elektronik, katanya berhasil namun saya cek tdak ada saldo masuk. Cs tidak merespond, TOLONG BERBENAH SUPAYA LEBIH BAIK LAGI",1,refund an masuk tokped ambil transaksi kartu elektronik berhasil cek tdak saldo masuk cs merespond tolong berbenah,negatif
top,5,top,positif
"gak bisa ganti pembayaran waktu salah pencet,, ketika dibatalkan semua barang checlistnya hilang harus cari ulang,,",2,gak ganti pembayaran salah pencet dibatalkan barang checlistnya hilang cari ulang,negatif
"sejak gabung ke tiktok, jadi makin lambat proses pembelian",2,gabung tiktok lambat proses pembelian,negatif
👍,5,,positif
wiraswasta,5,wiraswasta,positif
awas datamu bocor. app ini penyebab nya. cek di have i been pwned,1,awas datamu bocor app penyebab nya cek have i been pwned,negatif
good lah,5,good,positif
"Fitur pencarian di filter berdasarkan kota kenapa dihilangkan, sehingga mempersulit penggunaan, harus scroll jauh untuk filter kota/kabupaten.",1,fitur pencarian filter berdasarkan kota dihilangkan mempersulit penggunaan scroll filter kota kabupaten,negatif
Force Close saat melakukan pembayaran melalui Qris,1,force close pembayaran qris,negatif
"Mau bayar pesanan pakai saldo tokped kan, harus verifikasi via wa/sms. Belum pilih opsi udah otomatis lewat wa padahal tidak punya akun wa dengan no tsb. Akhirnya bikin wa dengan nomor tsb, eh malah saldo ketahan dianggap ganti nomor. Chat CS susah endingnya tidak ada solusi.",1,bayar pesanan pakai saldo tokped verifikasi via wa sms pilih opsi udah otomatis wa akun wa no tsb bikin wa nomor tsb eh saldo ketahan dianggap ganti nomor chat cs susah endingnya solusi,negatif
sangat mudah cepat dan murah,5,mudah cepat murah,positif
"penganan customer service nya jelek, pesanan saya diambil kurir lain trus kurir selanjutnya nyelesaiin pesanan tanpa ngirim barang saya. Sampai sekarang belum ada lanjutan padahal bukti foto kurir terakhir cmn foto bangunan saya tanpa foto barangnya.",1,penganan customer service nya jelek pesanan diambil kurir trus kurir nyelesaiin pesanan ngirim barang lanjutan bukti foto kurir cmn foto bangunan foto barangnya,negatif
layanan bagus cuma pesan jangan di rubah dgn yg di kirim,4,layanan bagus pesan rubah dgn yg kirim,positif
siiplah.......................... ................. ......,5,siiplah,positif
mantap,5,mantap,positif
"data gampang bocor. tolong data kita diawasi! jangan sampai kurir atau ekspedisi bisa memanfaatkan resi pembeli, cek dan awasi terus toko yang aneh aneh",1,data gampang bocor tolong data diawasi kurir ekspedisi memanfaatkan resi pembeli cek awasi toko aneh aneh,negatif
"tolong expedisi lion parcel, idx di tiaadakan saja , lelet banget sangan mengeceewa kan",1,tolong expedisi lion parcel idx tiaadakan lelet banget sangan mengeceewa,negatif
"kecewa sama pelayanannya, kurirnya nyasar tapi males ngechat nomor pembelinya. disuruh ngehubungin lewat pusat bantuannya tapi gajelas juga sistemnya. mau ajukan komplain masi dibuka tanggal 30 juli, sedangkan batas waktu barangnya sebelum tanggal 30",1,kecewa pelayanannya kurirnya nyasar males ngechat nomor pembelinya disuruh ngehubungin pusat bantuannya gajelas sistemnya ajukan komplain masi dibuka tanggal juli batas barangnya tanggal,negatif
saya ada masalah komplain barang yang di kirim katanya via tokppedia care tapi tidak ada jawaban pasti,5,komplain barang kirim via tokppedia care,positif
susah dibuka,5,susah dibuka,positif
mayan,3,mayan,netral
"mahal""",2,mahal,negatif
hati2 banyak penipuan disini dan tokopedia pun kita laporan tidak dapat solosi sedangkan jelas2 bukti2 sudah ada,1,hati penipuan tokopedia laporan solosi bukti,negatif
"saran sih sistem cod harus di hilangkan. sudah terlalu banyak kasus gegara cod. kasihan kurir, karena sdm belom mempuni untuk sistem cod",4,saran sih sistem cod hilangkan gegara cod kasihan kurir sdm belom mempuni sistem cod,positif
good,5,good,positif
mantap pokok nya,5,mantap pokok nya,positif
Selalu pakai aplikasi ini buat belanja dan isi token listrik. Cepat dan aman!,5,pakai aplikasi belanja isi token listrik cepat aman,positif
"Nice & Manthapslah Tokopedia,semoga saya bisa dapat yang lebih dari Tokopedia & semoga Tokopedia makin Nice 👍,thanks Tokopedia 👍",5,nice manthapslah tokopedia semoga tokopedia semoga tokopedia nice thanks tokopedia,positif
"sangat mudah bertransaksi, dan terjamin aman",5,mudah bertransaksi terjamin aman,positif
topppp,5,topppp,positif
good,3,good,netral
"#UNINSTALL Aplikasi ini sangat berbahaya. belanja TV yg datang sisir rambut, sudah diajukan pengembalian barang sesuai prosedur, tapi prosesnya berbelit-belit, disuruh pula kita (pembeli) yg koordinasi dengan pihak penjual. sepertinya Tokopedia bekerja sama dengan toko penipu tersebut.",1,uninstall aplikasi berbahaya belanja tv yg sisir rambut diajukan pengembalian barang sesuai prosedur prosesnya berbelit belit disuruh pembeli yg koordinasi penjual tokopedia toko penipu,negatif
"Kalah SM toko orens, tokped ongkirnya mahal nya luar biasa, trs loding nya bikin jengkel klo co dan mau tambah produk pakai loding sgala lagi, jaringan lelet dikit susah amat buka nya, apa lagi liat foto produk susaaaah amat, tolong perbaiki app kalian klo gak, gak bakalan laku kayak toko orens",1,kalah sm toko orens tokped ongkirnya mahal nya trs loding nya bikin jengkel klo co produk pakai loding sgala jaringan lelet dikit susah buka nya liat foto produk susaaaah tolong perbaiki app klo gak gak laku kayak toko orens,negatif
"Makin parah Tokopedia sekarang. Masa karena kesalahan seller lalu pembeli yang harus menanggung kerugiannya? Dana refund terpotong senilai ongkos kirim ke alamat penjual karena seller salah kirim. Ini logikanya di mana? Padahal di awal komplain seller sudah setuju untuk tukar barang, tapi ketika barang yang salah saya kirim ke seller malah seller hanya mau mengembalikan dana yang akhirnya terpotong ongkos kirim. Menghubungi call center juga percuma, ga ada solusi.",1,parah tokopedia kesalahan seller pembeli menanggung kerugiannya dana refund terpotong senilai ongkos kirim alamat penjual seller salah kirim logikanya komplain seller setuju tukar barang barang salah kirim seller seller mengembalikan dana terpotong ongkos kirim menghubungi call center ga solusi,negatif
mantap,5,mantap,positif
sangat bagus,5,bagus,positif
semoga abis ini sy dapet promo free ongkir,5,semoga abis sy dapet promo free ongkir,positif
