content,score
"Pelayanannya yg sekarang ampas, beberapa kali paket nyasar rumah orang padahal sudah dipatok dan catatan begitu jelasnya, nyari kurir outsourcing ga jelas ga hapal medan, ga bisa milih kurir, komplain le cs secara live pun cuman sebatas ""apa yg bisa dibantu"" sisanya ga dibalas. minim promo gratis ongkir sih dari dulu ga masalah tapi pelayanannya malah kalah jauh sekarang sama si oren. selamat tokped atas kinerja payahnya",1
"pemula kok gak dapet promo❓ mana fasilitas gratis ongkir nya❓malah dicurigai baru join disangka main 2 akun dlm 1 hp, tadi rencananya disenangi malah jadi dibenci",1
"izin ngeluh min tiba tiba gabisa co barang 1pun dan buat masukin kekeranjangpun gabisa aneh banget hari ini tiba tiba gitu, padahal kemarin buka apk lancar semua tanpa kendala kaya gini, kalau ada perbaikan diaplikasinya tolong segera diselesaikan min udah coba uninstal/hapus data tetep sama aja soalnya🙏😇",1
"pelayanan cs nya yang jelek sekali, komplain ga ada respon",1
agak lag mohon di fix,3
sangat terbantu dlm mencari kebutuhan yg di perlukan terutama alat2 mesin alat berat. tks,5
good,5
🫰🏼,4
tokped aneh masa tiba2 saldo limit hilang semuanya.. kemrin masih ada sekarang 0 tidak ada sama sekali. padahal tidak di pake,1
belanja mudah dgn tokopedia,5
"kolom tagihan gak bisa dibuka, eror terus",1
good🥰,5
bagus,5
bagus,4
so far is good,5
"saya sebagai penjual di tokopedia sangat merasa dirugikan dengan adanya potongan yang sangat besar, potongan masa iya sampe 5% lebih, ini sih bukan potongan lagi udah kaya japrem ormas minta proyek 👎",1
aplikasi tidak bertanggung jawab atas masalah yang di hadapi buyer. saya membeli barang tetapi yang datang tidak sesuai deskripsi atau gampangannya saya tertipu. disini pihak apk sangat membuat geram di karenakan saya sudah melaporkan via email dan no customer service yang menanggapi malah AI tidak ada solusi dari pihak apk pelayanan customer service bintang 00000,1
"Rada lemot saat memasukan barang ke keranjang suka eror,,,sudah di Update versi terbaru tetap saja lemot & utk diskon gratis ongkir kurang menarik",3
"sellernya buruk, trus kurirnya juga sama nih, harapan gw cuman di CS care lah yakan, ternyata sama aja, gw tunggu duit dibalikin aja lah yah abs itu unlinstal",1
praktis & cepat tanggap,5
good,5
ekspedisi pengiriman kurang beragam. untuk yang lainnya cukup memuaskan.,3
Aplikasi Bermasalah,1
terjamin,5
saat ini bagus,4
"cuma aneh aja, kenapa sicepat masih dipake buat ngirim barang dari Tokopedia,kita pengguna aplikasi tidak bisa di berikan opsi untuk memilih siapa yang akan antar barang kita, secara otomatis sudah di tentukan oleh pihak Tokopedia. dan heran nya SI CEPAT masih dipakai, padahal ekspedisi ini begitu lambat, bahkan di daerah saya sudah pada tutup karena bangkrut, overload barang tidak sampai, tapi masih di pakai aneh... barang saya aja udah seminggu belum sampai masih d jalan wkwkkwk",4
Saran untuk pengiriman bebas ongkir harusnya bisa milih jasa pengirimanya sendiri biar enak.soalnya kalau di recomenin dari aplikasinya pengiriman suka lelet.ngga sesuai yang kita harapkan.pengirimannya lama.gw tandain jasa pengiriman IDX lelet,1
mantap,5
retur barangnya mesti dipermudah karna ongkir msh ditnggung pembeli dan harus repot mengantar retur jdny merugikan banget,5
aplikasi mulusss.....,5
"sekarang agak ribet karna harus di singkron ke tiktok,klu mau jual barang",4
Kenapa sampai saat ini saya tidak bisa melakukan pembayaran via transfer mandiri??...padahal saya sering bayar pakai transfer mandiri untuk tagihan2..,5
"Sebagai pembeli barang yg saya terima tidak sesuai dgn pesanan,yg bikin kecewa lagi proses retur dan refund dana lama sekali hampir sebulan tidak ada kejelasan",1
"terlalu bnyak seler penipu.....barang d dskon gede gedean.....6g datang hnya sofcas hp,atau pensin doang",1
tokped skrng gk kyk dulu skrng mau jualan aja harus download tiktok ogah gua mah download tiktok,1
"pesanan tiba-tiba dibatalkan, pesen lagi malah bilang akun ini melanggar persyaratan.. gak jelas !",1
mantaps,5
Aplikasi berfungsi dengan baik. Fasilitas pembayaran transaksi yang tesedia cukup lengkap. Tingkatkan pelayanan penjual dan kualitas barang agar tdk mengecewakan.,4
aplikasi terpercaya sejak puluhan tahun lalu sebelum saya lahir,5
krennnnn,5
"Beli paket data kuota ditokped cuma 5 menit langsung habis, padahal baru hanya dipakai wa saja, ada apa? Sebaiknya diperbaiki. Terimakasih",1
"semakin keren aplikasinya, dan semakin mudah cara menggunakannya",5
aplikasi mayan bagus eh giliran gopay pinjam ada pas ngajuin selalu tida acc blm bisa tarik dana terus dah berapa kali. padahal paylater aman selalu bayar cuman naik limit nya super lama,3
"Aplikasi belanja online sangat ribet, untuk komplain aja harus di bawa ke halaman ini itu",1
"saya pesan air duster yang dikirim hanya plastik kosong, komplain lewat Tokopedia care susah dan berbelit-belit harus menunggu persetujuan penjual segala,lebih baik belanja di e-commerce lain saja",1
Selalu ada kejutan,5
Oke,5
APLIKASI KENTIR 😁 MENDING TUKU NENG SHOPEEE DUWE KURIR DEWE / WES RA TAU TUKU NENG KENE,1
"kalian bener bener ga bertanggung jawab si, pesenan saya hancur, dari seller pesanan baik baik aja, setelah pengiriman sampe kepada saya barang pecah,nominal barang juga ga murah lo, saya ngobrol bareng seller panjang lebar alhasil ketemu jalan tengah untuk ajukan banding. dari beberapa hari proses banding saya stuck gaada kejelasan sama sekali! chat cs ga berguna, ga ngasih solusi sama sekali. untuk yang lain, mending kalian pindah marketplace, jangan pake tokped. percuma admin ga berguna.",1
kenapa ya Tokopedia sekarang nyimpen barang di keranjang. kok suka hilang sendiri barang nya.,1
respect. bagus segala sesuatu nya bisa di pertanggung jawabkan,5
"beli cash, dibatalin sistem..pengembalian dana 14 hari, sdh 15 hari blm kembali..",1
"Semakin payah, mau beli barang langsung keluar aplikasi, sudah di hapus dan download ulang tetap sama, berarti aplikasi tok0pedia semakin tidak bisa bersaing dengan toko orange.",1
tokopedia aplikasi yang sangat tidak terpercaya dan tidak aman karena banyak seller di tokopedia penipu. saya harap hati hati belanja di platform ini. dan juga tokopedia care sangat tidak membantu berkali kali datang ke tempat sudah buat laporan polisi tetap saja tokopedia memihak ke seller yang jelas 2 ada indikasi penipuan. tidak dilakukan analisis mendalam dan cepat mengambil kesimpulan. barang yang saya belanjakan 24 juta dan hilang begitu saja karena ketidakprofesionalan tim tokopedia care.,1
sungguh bagus barang barang nya harga nya juga lumayan.,5
Bukannya tambah bagus tapi tambah sering error,1
semua nyaman,5
"aduuh,kurirnya pake sicepat.tapi lambat.gimana ini woi.rokopedianya sekarang jadi kurang respon.",2
ok,5
gopaylater sudah di aktifkan tapi tidak bisa di gunakan di aplikasi ini,3
"Aplikasinya sih okay, tapi harga barang yang dijual di sana pada mahal.",2
sesuai harapan,5
"tokopedia melindungi penjual nakal. saya belanja di RS store bandarlampung sepatu tenis meja dawei, tapi tanggal 29/8 yang datang tidak sesuai dg deskripsi dan foto. sudah ke penjual tapi di bilang kurang bukti. chat ke TokopediaCare hanya robot yg jawab. barang sudah saya retur tapi pengembalian dana ke gopay later tidak ada. saya chat ke TokopediaCare yg katanya operator ternyata hanya dapat tiket. ga ada jawaban yg jelas saya sudah relakan kehilangan uang itu. apl toped juga akan di hapus",1
semakin susah di mengerti aplikasi Tokopedia,2
"sangat tidak cocok pengiriman barang yang lambat dan respon penjual yang gak di balas, nyesal download aplikasi Tokopedia sangat jelek",1
Okay 👍,5
bagus simple,5
sudah gak pernah ada free ongkir kaya di apk lainnya,1
"saldo 120rb hilang gitu aja , pesanan juga hilang gitu aja duit yang sudah di TF 45 RB pun gak balik , kasus banget ya tokopedia",1
ini kenapa semenjak di ambil tiktok tokped jd amburadul,1
fine,5
"pembayaran ontime terus ,limit kok bisa turun wkwkwk. dah ah. capek.",1
Tidak bisa memperbaharui aplikasi.,4
"sistem mengalami nge-bug di tampilan transaksi, sudah pencet selesai tapi tampilan tidak berubah. tolong diperbaiki. makasih",3
Bisa cod,5
"tokped sekarang ga seperti dulu, pelit voucher.. untuk pesan paket di luar pulau jawa sangat mencekik ongkir nya, padahal di toko oren bisa free ongkir",1
aplikasi badut .sering error ..gak jelas...malin kesini makin tolol nih fiturnya,1
ok,5
ok,5
"paylater tertib bayar tagihan tapi limit tidak naik, terlambat bayar sehari nagihnya gak karuan. limit kecil, pemakaian terbatas, tidak bisa untuk beli pulsa, bayar tagihan dll . 👎👎👎👎",2
tidak bisa update,2
banyakin error,1
jelek,2
good,5
"tokopedia ga jls bgt,masa' mau bls chat dari pembeli aja ga bisa,dari siang bls chat ga bisa2...kesannya kita ga respon chat pembeli.mn kmrn bl barang sameday driver gojeknya,bw barang prgi cm gr2 telat respon 3 mint...lm2 ga jls tokopedia. Pengiriman sameday kerna sangat butuh malah di krm 3 hari.sameday apaan yg transit sana sini.biasanya sameday itu langsung krm ga pke transit2.Lah skrg pke transit2,udah kaya' pengiriman standar.ga usah bilang sameday kalo baru di krm 3 hr...",1
baru mau mencoba,5
"semoga menjadi aplikasi online terpercaya dan terus perbanyak program-program kejutan lainnya, ""bravo tokopedia...!!!"". #catatan untuk TOPED : versi Apk TOPED seblumnya user friendly bgt, ada keterangan toko online/offline terakhir jam brp., versi skrg gk ad!., dan versi skrg agak berat LOADING nya. terkadang harus close dahulu trs masuk lgi.. trus payLater nya susah digunakan padhal sebelumnya mudah.. dan jaringan jdi sering error klw mau surfing atw mau ksh ulasan di TOPED.",5
"tokopedia jembod mau ganti nomor aja di persulit, kaya pejabat aja lu, mau ganti nomor harus foto muka sambil pegang ktp, et dah gw cuma mau ganti nomor doang bukan pinjol... pas udah ada kode masuk, giliran di masukin kode nya, pasti ada notif ""terjadi kesalahan pada server bla bla bla""... tolong di perbaiki itu jut,",1
paraahhhh... pajaknya bikin nyesek penjual,1
usefull,5
mayan,4
sangat membantu,5
Respon cepat Dan tepat waktu pengembalian Dana Tak diragukan bila pesanan cansel,5
best,5
banyak akun penipu sekarang mah tidak kya dulu,1
"beberapa kali transaksi dibatalkan sistem... banyak toko gk aktif dengan rating bagus, satatus barang menunggu kurir sampai di batalkan sistem, chat toko gak ada respon, sungguh mengecewakan...",1
"HATI-HATI TOKPED SUPPORT BANYAK TOKO PENIPU Dari juli ke agustus, 2x tokopedia menahan uang saya tanpa toko mengirimkan paket. Yang terbaru pesan tgl 08.08.2025 di toko maida69 tapi sampai tgl 13.08.2025 barang tak dikirim, chat saat mau pesan sampai sekarang tak dibaca, tokonyapun beralih gambar artinya aktif. Beginikah alurnya : tokopedia menarik uang para pembeli dan menahannya secara bergantian. Luarbiasa itu jumlah totalnya. Sungguh tak terpuji.",1
terbukti sampai pada waktu yg divtentukanbdan harga sesui dengan barang,5
feenya makin nyekek semenjak gabung sm tiktok gws deh,2
Sekarang menjadi aplikasi satu-satunya untuk belanja online yang terpercaya 😄,5
Tidak bisa donload,5
sangat ok,5
makin lama makin tolol,2
gimana sihhh... sudah di update masih aja suruh update,1
Mau ajukan komplain harus menunggu lama,1
layanan pengiriman sangat lama butuh lebih 10 hari baru barang tiba,1
"sudah lama sy pake tokopedia, bagus banget pelayanan nya",5
"Tolong Lah Admin Tokopedia Saya di tipu sama SEPTIAN CELL saya beli alat mining Rig +usb 100+powersupy 2 biji. tp yg katakan 1. Selumnya dia tidak mengirimkan barangnya sampai batas waktunya mau habis, setelah itu dia malah bilang katanya barangnya di kirim melalui expedisi lain di luar Tokopedia,tolong saya agar tetap masih bertahan di Toped, kalo Admin berpihak pada Penipu, yakinlah akan kalah saing dengan provider lain dan mungkin saya akan uninstal. tolong min🙏 serius ini aku dh lm di toped",4
proses komplain yg merugikan pembeli..berbelit dan terkesan sengaja spy dana tdk kembali,1
like,5
aplikasi ini sekarang ruwet buruk saya hapus aja gak jelas beda kayak tahun tahun kemarin,1
Search engine (pencarian produk/toko) dan filter masih kurang tepat. Terkadang hasilnya tidak sesuai.,3
good,5
suka error tpi lumayan lah bagus,3
Ada perubahan promo yang kamu pakai trus harganya mahal. Lawak harga sebelum sama waktu mau dibeli beda,1
"sistem peraturan pinjaman di Tokopedia terlalu maksa pegawai nya setiap hari di tlpnin terus di teror terus seolah anda takut gak di bayar. gila aja dalam sehari sampai 100x nelpon ke member nya terlalu memaksa, menurut saya aplikasi nya terlalu menindas di kalangan bawah. gue harap kalian mau minjam di aplikasi ini mending uninstall aja aplikasi nya. nanti kalian menyesal.",1
kalau ada cod lebih enak,5
"toko bisa ngeblokir customer, tapi kenapa customer tidak bisa ngeblokir toko ya ? padahal upaya preventif jika ada toko nakal dan terlihat di FB jadi blokir manual oleh user/customer",1
ok bgt,5
tingkatkan terus pelayanan biar mantab .,5
semoga lebih baik lagi,5
pengiriman Pake JNT. paket gak sampai rumah. malah di antar ke rumah orang lain kurir Taya alamat sama orang ya sudah tua . satu lagi mau kirim gak kasih kabar dulu,1
baru coba,3
"refund dana sangat lama. saya sudah menunggu 2x24 jam juga masih belum di refund. disuruh menunggu konfirmasi seller, seller aja tidak balas chat costumer. aplikasi yang sangat cocok buat penipuan. gak lagi belanja di tokped.",1
"kecewa sama tokopedia sekarang, dapat pengiriman yg sangat amat BURUK, sudah 14 hari gak Terima barangnya",1
"pengalaman saya membeli barang menggunakan qris transaksi berhasil,tp ditokopedia msh dalam status lanjut bayar,saya tanyakan ke admin tokped,katanya tidak ada saldo yg masuk ke tokped,trus masuknya kmana tuh saldo saya klo bukan ke tokped menggunakan qris.hati"" semua yg bayar menggunakan qris,bisa lenyap uang anda.dan dr tokped nya ga ada pertanggung jawab uang saldo yg dikirim anda ke tokped hilang bgitu saja,buat pembelajaran.salam sehat dan waras.",1
"paket sudah 1 bulan ga sampe, dari admin Tokopedia care bilang diusahakan terus. Parah sih penanganannya.",1
It works!,5
"- Kasus pertama order mesin cuci, belum di klik pesanan selesai sudah otomatis terselesaikan. padahal barang belum diterima. tidak bisa di complain karena sudah otomatis pesanan terselesaikan. - kasus selanjutnya alamat dan no penerima berubah sendiri. Dan dengan otomatis status pesanan terselesaikan sendiri. gimana ceritanya bisa berubah sendiri.",1
barang barang di toko pedia rata-rata tidak mengecewakan dan kebanyakan oRI semua mantap🔥🔥,5
aplikasinya sangat bagus,5
aplikasi paling ribet dan lola.... udah punya pin pun mesti verifikasi lagi...bahkan sudah ganti nomor hp Mala mau verifikasi ke nomor yang lama... aplikasi dodol,1
⭐⭐⭐⭐⭐,5
apk cacat .. udah CO pake promo 8.8 malah tiba² cancel sendiri .. kocak,1
jasa pengiriman nya sangat aneh terlalu bnyak muter dan drama nyesel kemarin kasih bintang 5,1
"aplikasi gak jelas pembayarannya, biar gak pusing cari uang pas, saya bayar di alfamart tapi selalu berbeda, bayar di afamart 65.000 setelah bayar tercatat di aplikasi 62.500. pernah suatu kali gak bisa bayar di alfamart, pilihan saya bayar cod Rp. 33.900 kurir datang mengantar barang tagihannya Rp. 40.000. sialnya di resi gak tercatat berapa duit saya mesti bayar. inilah jeleknya tokopedia, saya gak mau menghalangi pekerjaan kurir, saya bayar berapa yang dia minta walaupun saya dongkol.",2
lumayan membantu Aplikasi nie sangat sangat keren banget,5
"menurut saya aplikasi tokopedia ini ok,bagus dan mudah,yg saya suka ada fitur tokopedia card'nya yg g dimiliki sama merchent"" yg lain.",5
mantap,5
Recomend,5
oke aja,5
why play store can't update this app?,2
"pengiriman semua ekpedisi lama, bekasi Karawang bisa 4 hari lebih gilaa sih pelayanan buruk",1
Alhamdulillah banyak pilihan,5
ga ada promo lagi,5
"barang banyak yang murah dan gak murahan, namun keberatan dengan biaya ongkir yg mahal",4
tokopedia knp saya ga bisa upload resep..sm knp tiktokpaylater saya ga bs di pake,3
"Makin ruwet, saya yakin kedepan Tokopedia akan hancur kalo tidak konsisten, mekanisme ruwet semenjak merge sama t*ktok",1
Good,5
"apk bapuk gua punya saldo tokped, gua pake buat isi tap cash gua mau di update saldonya malah ngga masuk",1
pelayanan cs lama udah gitu susah dihubungi. mau hapus akun aja susah berhari² ga ada solusi. bener² mengecewakan aga nyesel sih download apk ini.,1
Cara cepat dan hemat dalam berbelanja,5
good,5
"BANYAK PENJUAL NIPU, BARANG DATANG TIDAK SESUAI, AJUKAN KOMPLAIN HARUS NUNGGU PERSETUJUAN PENJUAL, SUDAH JELAS ADA VIDIO & NO RESI'Y,,",1
g bs update kenapa yaaaaaaaaaa,2
bisa bayar PBB,5
data pengiriman semakin menjadi tidak jelas.,3
"praktis, murah, mudah, banyak pilihan",5
error melulu,1
Mantap..,5
"beberapa kali saya mengalami masalah barang tidak datang dan melakukan pengajuan atau bantuan ke admin dan yah, robot bukan manusia yg bantuin, mending shopee ada call center yg bisa di hubungi loh 24 jam langsung selesai masalah, ini 2 minggu gk selesai masalahku. ini terakhir aku pake tokped. makasih pengalaman buruknya",1
